# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000078.1	12509	12727	-							FHD68_RS12470	219		old_locus_tag=FHD68_12475
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000078.1	12509	12727	-	WP_139085877.1	WP_139085877.1		hypothetical protein			FHD68_RS12470	219	72	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000078.1	12800	13207	-							FHD68_RS12475	408		old_locus_tag=FHD68_12480
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000078.1	12800	13207	-	WP_139085879.1	WP_139085879.1		hypothetical protein			FHD68_RS12475	408	135	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000078.1	13322	13855	-							FHD68_RS12480	534		old_locus_tag=FHD68_12485
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000078.1	13322	13855	-	WP_139085881.1	WP_139085881.1		hypothetical protein			FHD68_RS12480	534	177	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000078.1	13882	14523	-							FHD68_RS12485	642		old_locus_tag=FHD68_12490
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000078.1	13882	14523	-	WP_139085883.1	WP_139085883.1		DUF411 domain-containing protein			FHD68_RS12485	642	213	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000078.1	14420	14899	-							FHD68_RS12490	480		old_locus_tag=FHD68_12495
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000078.1	14420	14899	-	WP_139085885.1	WP_139085885.1		cytochrome c			FHD68_RS12490	480	159	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000078.1	15263	15604	-							FHD68_RS12495	342		old_locus_tag=FHD68_12500
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000078.1	15263	15604	-	WP_139085887.1	WP_139085887.1		hypothetical protein			FHD68_RS12495	342	113	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000078.1	15740	16015	-							FHD68_RS12500	276		old_locus_tag=FHD68_12505
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000078.1	15740	16015	-	WP_084697600.1	WP_084697600.1		type II toxin-antitoxin system mRNA interferase toxin, RelE/StbE family			FHD68_RS12500	276	91	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000078.1	16008	16301	-							FHD68_RS12505	294		old_locus_tag=FHD68_12510
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000078.1	16008	16301	-	WP_139085889.1	WP_139085889.1		type II toxin-antitoxin system RelB/DinJ family antitoxin			FHD68_RS12505	294	97	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000079.1	1	1376	-							FHD68_RS12510	1376		partial;old_locus_tag=FHD68_12515
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000079.1	1	1376	-	WP_139085898.1	WP_139085898.1		hypothetical protein			FHD68_RS12510	1376	459	partial
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000079.1	1772	2887	+					gcvT		FHD68_RS12515	1116		old_locus_tag=FHD68_12520
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000079.1	1772	2887	+	WP_127897591.1	WP_127897591.1		glycine cleavage system aminomethyltransferase GcvT	gcvT		FHD68_RS12515	1116	371	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000079.1	2899	3258	+					gcvH		FHD68_RS12520	360		old_locus_tag=FHD68_12525
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000079.1	2899	3258	+	WP_127897590.1	WP_127897590.1		glycine cleavage system protein GcvH	gcvH		FHD68_RS12520	360	119	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000079.1	3356	6190	+					gcvP		FHD68_RS12525	2835		old_locus_tag=FHD68_12530
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000079.1	3356	6190	+	WP_127897589.1	WP_127897589.1		aminomethyl-transferring glycine dehydrogenase	gcvP		FHD68_RS12525	2835	944	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000079.1	6309	6683	+							FHD68_RS12530	375		old_locus_tag=FHD68_12535
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000079.1	6309	6683	+	WP_139085900.1	WP_139085900.1		hypothetical protein			FHD68_RS12530	375	124	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000079.1	6689	8566	+							FHD68_RS12535	1878		old_locus_tag=FHD68_12540
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000079.1	6689	8566	+	WP_139085902.1	WP_139085902.1		pyrroloquinoline quinone-dependent dehydrogenase			FHD68_RS12535	1878	625	
gene	tRNA	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000079.1	8627	8702	+							FHD68_RS12540	76		old_locus_tag=FHD68_12545
tRNA		GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000079.1	8627	8702	+				tRNA-Ala			FHD68_RS12540	76		anticodon=CGC
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000079.1	8808	9107	-							FHD68_RS12545	300		old_locus_tag=FHD68_12550
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000079.1	8808	9107	-	WP_139085904.1	WP_139085904.1		hypothetical protein			FHD68_RS12545	300	99	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000079.1	9104	9340	-							FHD68_RS12550	237		old_locus_tag=FHD68_12555
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000079.1	9104	9340	-	WP_139085906.1	WP_139085906.1		hypothetical protein			FHD68_RS12550	237	78	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000079.1	9449	9658	+							FHD68_RS12555	210		old_locus_tag=FHD68_12560
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000079.1	9449	9658	+	WP_139085908.1	WP_139085908.1		helix-turn-helix transcriptional regulator			FHD68_RS12555	210	69	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000079.1	9680	10393	-							FHD68_RS12560	714		old_locus_tag=FHD68_12565
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000079.1	9680	10393	-	WP_139085922.1	WP_139085922.1		S49 family peptidase			FHD68_RS12560	714	237	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000079.1	11204	13033	-							FHD68_RS12565	1830		old_locus_tag=FHD68_12570
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000079.1	11204	13033	-	WP_139085910.1	WP_139085910.1		hypothetical protein			FHD68_RS12565	1830	609	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000079.1	13229	13519	-							FHD68_RS12570	291		old_locus_tag=FHD68_12575
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000079.1	13229	13519	-	WP_139085912.1	WP_139085912.1		hypothetical protein			FHD68_RS12570	291	96	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000079.1	13516	13719	-							FHD68_RS12575	204		old_locus_tag=FHD68_12580
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000079.1	13516	13719	-	WP_139085914.1	WP_139085914.1		hypothetical protein			FHD68_RS12575	204	67	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000079.1	13719	13973	-							FHD68_RS12580	255		old_locus_tag=FHD68_12585
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000079.1	13719	13973	-	WP_139085916.1	WP_139085916.1		hypothetical protein			FHD68_RS12580	255	84	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000079.1	13979	14962	-							FHD68_RS12585	984		old_locus_tag=FHD68_12590
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000079.1	13979	14962	-	WP_139085918.1	WP_139085918.1		hypothetical protein			FHD68_RS12585	984	327	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000079.1	15058	15453	-							FHD68_RS12590	396		old_locus_tag=FHD68_12595
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000079.1	15058	15453	-	WP_139085920.1	WP_139085920.1		hypothetical protein			FHD68_RS12590	396	131	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000079.1	15501	15743	-							FHD68_RS12595	243		old_locus_tag=FHD68_12600
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000079.1	15501	15743	-	WP_139085924.1	WP_139085924.1		hypothetical protein			FHD68_RS12595	243	80	
gene	pseudogene	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000080.1	1	138	+							FHD68_RS12600	138		partial;pseudo;old_locus_tag=FHD68_12605
CDS	without_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000080.1	1	138	+				glycosyltransferase family 1 protein			FHD68_RS12600	138		partial;pseudo
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000080.1	135	752	+							FHD68_RS12605	618		old_locus_tag=FHD68_12610
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000080.1	135	752	+	WP_127897505.1	WP_127897505.1		hypothetical protein			FHD68_RS12605	618	205	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000080.1	837	2795	+							FHD68_RS12610	1959		old_locus_tag=FHD68_12615
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000080.1	837	2795	+	WP_127897506.1	WP_127897506.1		M28 family peptidase			FHD68_RS12610	1959	652	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000080.1	2985	4007	+							FHD68_RS12615	1023		old_locus_tag=FHD68_12620
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000080.1	2985	4007	+	WP_045981957.1	WP_045981957.1		aspartate-semialdehyde dehydrogenase			FHD68_RS12615	1023	340	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000080.1	4011	4610	+							FHD68_RS12620	600		old_locus_tag=FHD68_12625
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000080.1	4011	4610	+	WP_045981956.1	WP_045981956.1		DedA family protein			FHD68_RS12620	600	199	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000080.1	4633	5280	-							FHD68_RS12625	648		old_locus_tag=FHD68_12630
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000080.1	4633	5280	-	WP_046000489.1	WP_046000489.1		carbonic anhydrase			FHD68_RS12625	648	215	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000080.1	5421	5798	+							FHD68_RS12630	378		old_locus_tag=FHD68_12635
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000080.1	5421	5798	+	WP_127897507.1	WP_127897507.1		hypothetical protein			FHD68_RS12630	378	125	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000080.1	5856	7226	+							FHD68_RS12635	1371		old_locus_tag=FHD68_12640
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000080.1	5856	7226	+	WP_127897508.1	WP_127897508.1		leucyl aminopeptidase family protein			FHD68_RS12635	1371	456	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000080.1	7226	8050	+							FHD68_RS12640	825		old_locus_tag=FHD68_12645
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000080.1	7226	8050	+	WP_045981952.1	WP_045981952.1		NLP/P60 hydrolase			FHD68_RS12640	825	274	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000080.1	8040	8933	-					truB		FHD68_RS12645	894		old_locus_tag=FHD68_12650
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000080.1	8040	8933	-	WP_045981951.1	WP_045981951.1		tRNA pseudouridine(55) synthase TruB	truB		FHD68_RS12645	894	297	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000080.1	8994	9743	-							FHD68_RS12650	750		old_locus_tag=FHD68_12655
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000080.1	8994	9743	-	WP_045981950.1	WP_045981950.1		hypothetical protein			FHD68_RS12650	750	249	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000080.1	9733	10152	-					rbfA		FHD68_RS12655	420		old_locus_tag=FHD68_12660
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000080.1	9733	10152	-	WP_045981949.1	WP_045981949.1		30S ribosome-binding factor RbfA	rbfA		FHD68_RS12655	420	139	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000080.1	10225	11064	+							FHD68_RS12660	840		old_locus_tag=FHD68_12665
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000080.1	10225	11064	+	WP_139085926.1	WP_139085926.1		4-hydroxy-tetrahydrodipicolinate reductase			FHD68_RS12660	840	279	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000080.1	11055	11876	-							FHD68_RS12665	822		old_locus_tag=FHD68_12670
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000080.1	11055	11876	-	WP_139085928.1	WP_139085928.1		peptide-binding protein			FHD68_RS12665	822	273	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000080.1	11754	13130	+					tsaE		FHD68_RS12670	1377		old_locus_tag=FHD68_12675
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000080.1	11754	13130	+	WP_139085930.1	WP_139085930.1		tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE	tsaE		FHD68_RS12670	1377	458	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000080.1	13130	13783	+							FHD68_RS12675	654		old_locus_tag=FHD68_12680
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000080.1	13130	13783	+	WP_045981945.1	WP_045981945.1		nucleotidyltransferase family protein			FHD68_RS12675	654	217	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000080.1	13776	15849	+					addB		FHD68_RS12680	2074		partial;old_locus_tag=FHD68_12685
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000080.1	13776	15849	+	WP_139085932.1	WP_139085932.1		double-strand break repair protein AddB	addB		FHD68_RS12680	2074	691	partial
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	1	381	-							FHD68_RS02230	381		partial;old_locus_tag=FHD68_02230
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	1	381	-	WP_139085094.1	WP_139085094.1		ATP-binding protein			FHD68_RS02230	381	127	partial
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	507	1691	+					coaBC		FHD68_RS02235	1185		old_locus_tag=FHD68_02235
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	507	1691	+	WP_127898135.1	WP_127898135.1		bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	coaBC		FHD68_RS02235	1185	394	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	1688	2743	+							FHD68_RS02240	1056		old_locus_tag=FHD68_02240
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	1688	2743	+	WP_127898136.1	WP_127898136.1		cysteine desulfurase			FHD68_RS02240	1056	351	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	2760	4280	+					sufB		FHD68_RS02245	1521		old_locus_tag=FHD68_02245
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	2760	4280	+	WP_045982235.1	WP_045982235.1		Fe-S cluster assembly protein SufB	sufB		FHD68_RS02245	1521	506	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	4357	5112	+					sufC		FHD68_RS02250	756		old_locus_tag=FHD68_02250
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	4357	5112	+	WP_045982236.1	WP_045982236.1		Fe-S cluster assembly ATPase SufC	sufC		FHD68_RS02250	756	251	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	5112	6446	+							FHD68_RS02255	1335		old_locus_tag=FHD68_02255
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	5112	6446	+	WP_139085097.1	WP_139085097.1		Fe-S cluster assembly protein SufD			FHD68_RS02255	1335	444	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	6443	6937	+							FHD68_RS02260	495		old_locus_tag=FHD68_02260
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	6443	6937	+	WP_052715289.1	WP_052715289.1		hypothetical protein			FHD68_RS02260	495	164	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	6934	7527	+							FHD68_RS02265	594		old_locus_tag=FHD68_02265
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	6934	7527	+	WP_046000959.1	WP_046000959.1		YIP1 family protein			FHD68_RS02265	594	197	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	7524	8735	+							FHD68_RS02270	1212		old_locus_tag=FHD68_02270
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	7524	8735	+	WP_139085099.1	WP_139085099.1		cysteine desulfurase			FHD68_RS02270	1212	403	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	8838	10055	+							FHD68_RS02275	1218		old_locus_tag=FHD68_02275
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	8838	10055	+	WP_139085102.1	WP_139085102.1		FAD-binding oxidoreductase			FHD68_RS02275	1218	405	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	10111	12297	+					uvrB		FHD68_RS02280	2187		old_locus_tag=FHD68_02280
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	10111	12297	+	WP_127898140.1	WP_127898140.1		excinuclease ABC subunit UvrB	uvrB		FHD68_RS02280	2187	728	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	12294	12575	-							FHD68_RS02285	282		old_locus_tag=FHD68_02285
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	12294	12575	-	WP_139085106.1	WP_139085106.1		hypothetical protein			FHD68_RS02285	282	93	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	12648	12962	+							FHD68_RS02290	315		old_locus_tag=FHD68_02290
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	12648	12962	+	WP_139085108.1	WP_139085108.1		hypothetical protein			FHD68_RS02290	315	104	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	13048	13359	+							FHD68_RS02295	312		old_locus_tag=FHD68_02295
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	13048	13359	+	WP_127898143.1	WP_127898143.1		ETC complex I subunit			FHD68_RS02295	312	103	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	13432	14346	+							FHD68_RS02300	915		old_locus_tag=FHD68_02300
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	13432	14346	+	WP_127898144.1	WP_127898144.1		MYG1 family protein			FHD68_RS02300	915	304	
gene	tRNA	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	14525	14599	-							FHD68_RS02305	75		old_locus_tag=FHD68_02305
tRNA		GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	14525	14599	-				tRNA-Asn			FHD68_RS02305	75		anticodon=GTT
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	14660	15520	-							FHD68_RS02310	861		old_locus_tag=FHD68_02310
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	14660	15520	-	WP_127898145.1	WP_127898145.1		MBL fold metallo-hydrolase			FHD68_RS02310	861	286	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	15582	16910	+							FHD68_RS02315	1329		old_locus_tag=FHD68_02315
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	15582	16910	+	WP_127899321.1	WP_127899321.1		HAMP domain-containing protein			FHD68_RS02315	1329	442	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	17032	19449	+							FHD68_RS02320	2418		old_locus_tag=FHD68_02320
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	17032	19449	+	WP_045999536.1	WP_045999536.1		endopeptidase La			FHD68_RS02320	2418	805	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	19574	19891	+							FHD68_RS02325	318		old_locus_tag=FHD68_02325
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	19574	19891	+	WP_045982246.1	WP_045982246.1		hypothetical protein			FHD68_RS02325	318	105	
gene	tRNA	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	19951	20025	+							FHD68_RS02330	75		old_locus_tag=FHD68_02330
tRNA		GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	19951	20025	+				tRNA-Val			FHD68_RS02330	75		anticodon=CAC
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	20100	21089	+					dusA		FHD68_RS02335	990		old_locus_tag=FHD68_02335
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	20100	21089	+	WP_127898146.1	WP_127898146.1		tRNA dihydrouridine(20/20a) synthase DusA	dusA		FHD68_RS02335	990	329	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	21086	21892	-					mazG		FHD68_RS02340	807		old_locus_tag=FHD68_02340
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	21086	21892	-	WP_045981122.1	WP_045981122.1		nucleoside triphosphate pyrophosphohydrolase	mazG		FHD68_RS02340	807	268	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	21957	23123	+							FHD68_RS02345	1167		old_locus_tag=FHD68_02345
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	21957	23123	+	WP_127898147.1	WP_127898147.1		amidohydrolase			FHD68_RS02345	1167	388	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	23254	23586	+					yajC		FHD68_RS02350	333		old_locus_tag=FHD68_02350
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	23254	23586	+	WP_045981124.1	WP_045981124.1		preprotein translocase subunit YajC	yajC		FHD68_RS02350	333	110	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	23603	25267	+					secD		FHD68_RS02355	1665		old_locus_tag=FHD68_02355
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	23603	25267	+	WP_045981125.1	WP_045981125.1		protein translocase subunit SecD	secD		FHD68_RS02355	1665	554	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	25281	26267	+					secF		FHD68_RS02360	987		old_locus_tag=FHD68_02360
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	25281	26267	+	WP_127898148.1	WP_127898148.1		protein translocase subunit SecF	secF		FHD68_RS02360	987	328	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	26267	26623	+							FHD68_RS02365	357		old_locus_tag=FHD68_02365
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	26267	26623	+	WP_127898149.1	WP_127898149.1		hypothetical protein			FHD68_RS02365	357	118	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	26620	27252	+					ccmA		FHD68_RS02370	633		old_locus_tag=FHD68_02370
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	26620	27252	+	WP_045981128.1	WP_045981128.1		heme ABC exporter ATP-binding protein CcmA	ccmA		FHD68_RS02370	633	210	
